Name,age,gender,region_category,membership_category,joined_through_referral,preferred_offer_types,medium_of_operation,internet_option,days_since_last_login,avg_time_spent,avg_transaction_value,avg_frequency_login_days,points_in_wallet,used_special_discount,offer_application_preference,past_complaint,complaint_status,feedback,churn_risk_score,Tenure (months),age2
Denise Chitty,16,M,Town,No Membership,Not Specified,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,8,1089.05,22842.77,26,585.1,Yes,Yes,No,Not Applicable,Poor Product Quality,5,3,Oct-19
Aleta Glazer,46,F,Village,Platinum Membership,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,15,55.09,11732.5,7,742.96,No,Yes,Yes,Solved,No reason specified,3,25,40-49
Xenia Lukes,17,M,City,Basic Membership,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,7,569.34,8689.02,25,1041.70455,Yes,No,Yes,Solved in Follow-up,Poor Website,4,10,Oct-19
Sherie Crumpler,10,F,City,No Membership,No,Credit/Debit Card Offers,Smartphone,Wi-Fi,16,31.95,33340.83,6,619.55,No,Yes,No,Not Applicable,Poor Customer Service,5,2,Oct-19
Carmina Vann,13,M,Town,No Membership,Yes,Credit/Debit Card Offers,Not Specified,Mobile_Data,15,31.41,24481.31,19,655.31,Yes,No,No,Not Applicable,Poor Product Quality,4,8,Oct-19
Gina Guidroz,59,M,Village,Platinum Membership,No,Gift Vouchers/Coupons,Not Specified,Wi-Fi,15,32.53,40116.1,13,444.7142245,Yes,No,Yes,Solved in Follow-up,Quality Customer Care,2,19,50-59
Flavia Kolbe,16,F,Town,Premium Membership,Yes,Without Offers,Smartphone,Mobile_Data,8,52.92,1076.12,8,728.25,No,Yes,No,Not Applicable,Poor Customer Service,3,20,Oct-19
Benny Towry,18,M,City,Silver Membership,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,14,183.36,24233.65,14,1006.684799,Yes,No,Yes,Solved in Follow-up,Poor Website,4,0,Oct-19
Phoebe Guider,32,M,City,Basic Membership,Yes,Without Offers,Smartphone,Wi-Fi,19,79.13,17093.87,17,669.87,No,Yes,Yes,No Information Available,Poor Customer Service,4,11,30-39
Mara Marro,64,F,City,No Membership,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,10,73.78,33834.1,20,1087.338607,No,Yes,No,Not Applicable,Too many ads,5,31,60-69
Nakita Badgett,23,F,City,Premium Membership,No,Without Offers,Desktop,Fiber_Optic,12,32.15,21956.72,6,705.64,No,Yes,Yes,Unsolved,Poor Website,3,29,20-29
Maudie Yager,59,F,Town,Basic Membership,Yes,Without Offers,Smartphone,Mobile_Data,16,811.26,12516.52,24,532.11,Yes,Yes,Yes,No Information Available,Poor Product Quality,5,9,50-59
Shaquana Aikins,12,M,City,No Membership,Not Specified,Without Offers,Not Specified,Wi-Fi,16,1252.97,2481.88,21,521.71,No,Yes,Yes,No Information Available,No reason specified,5,15,Oct-19
Travis Hodson,48,F,Town,Silver Membership,Yes,Without Offers,Desktop,Wi-Fi,14,542.84,41638.31,27,701.81,Yes,No,No,Not Applicable,Too many ads,3,9,40-49
Yolonda Elem,42,F,City,Gold Membership,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,16,442.59,46421.14,18,1280.970294,No,Yes,Yes,Solved,Poor Customer Service,3,18,40-49
Gay River,38,M,Village,No Membership,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,5,34.38,6657.27,18,694.52,No,Yes,No,Not Applicable,Poor Customer Service,4,6,30-39
Jocelyn Vidrio,51,F,Town,Gold Membership,Yes,Without Offers,Smartphone,Wi-Fi,5,41.95,34192.2,0.64365928,650.58,Yes,No,Yes,Solved,Poor Website,4,30,50-59
Rex Fripp,44,M,Town,Silver Membership,Not Specified,Without Offers,Smartphone,Wi-Fi,2,1002.634212,34472.8,11,782.73,Yes,No,No,Not Applicable,Too many ads,3,30,40-49
Leslie Jasper,56,F,City,Premium Membership,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,8,45.11,37053.22,11,725.33,Yes,No,No,Not Applicable,Quality Customer Care,2,18,50-59
Delmer Aumick,15,F,City,Gold Membership,No,Without Offers,Desktop,Mobile_Data,16,40.5,33303.3,9,738.05,Yes,No,No,Not Applicable,Reasonable Price,2,16,Oct-19
Edythe Abdalla,56,M,City,Premium Membership,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,18,200.77,56492.4,3,761.58,Yes,No,Yes,Solved,Quality Customer Care,1,26,50-59
Lolita Egli,44,M,Town,No Membership,Yes,Without Offers,Desktop,Fiber_Optic,14,112.7,26127.16,10,693.8,No,Yes,No,Not Applicable,Poor Customer Service,4,32,40-49
Serafina Burger,25,M,Village,Gold Membership,No,Credit/Debit Card Offers,Desktop,Mobile_Data,15,47.02,47829.73,27,621.76,No,Yes,No,Not Applicable,Poor Website,4,8,20-29
Antonietta Yann,36,M,City,Silver Membership,Yes,Gift Vouchers/Coupons,Smartphone,Wi-Fi,12,191.52,48968.18,24,788.48,No,Yes,Yes,Solved in Follow-up,Too many ads,3,30,30-39
Merideth Shoup,39,F,Town,Basic Membership,Yes,Without Offers,Smartphone,Mobile_Data,18,30.83,44517.67,28,516.56,Yes,No,Yes,No Information Available,Too many ads,5,3,30-39
Augustus Pett,60,M,Village,Premium Membership,No,Without Offers,Desktop,Mobile_Data,15,61.44,12243.41,0,755.92,Yes,No,No,Not Applicable,Poor Product Quality,3,16,60-69
Maricela Brungardt,59,F,City,Basic Membership,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,9,30.58,20009.64,14,510.42,Yes,No,No,Not Applicable,Poor Customer Service,5,29,50-59
Krystina Bittner,12,F,City,No Membership,No,Without Offers,Smartphone,Mobile_Data,16,191.27,11510.35,10,686.09,No,Yes,Yes,No Information Available,Poor Customer Service,4,31,Oct-19
Luvenia Mijangos,22,M,Town,Silver Membership,No,Without Offers,Smartphone,Wi-Fi,11,377.27,60103.5,12,718.22,No,Yes,Yes,Solved in Follow-up,Products always in Stock,2,7,20-29
Jeannette Tabarez,31,M,Village,Platinum Membership,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,18,34.79,33063.21,8,759.96,No,Yes,No,Not Applicable,Products always in Stock,1,5,30-39
Trish Harsh,50,M,City,Silver Membership,Yes,Gift Vouchers/Coupons,Not Specified,Mobile_Data,8,316.61,3447.02,47.42559764,719.7,Yes,No,No,Not Applicable,No reason specified,3,3,50-59
Kerri River,54,F,Town,Platinum Membership,Not Specified,Without Offers,Desktop,Wi-Fi,14,127.27,48038.3,13,767.68,No,Yes,No,Not Applicable,Poor Product Quality,3,7,50-59
Janel Wynter,32,F,City,No Membership,No,Without Offers,Smartphone,Mobile_Data,10,34.85,41149.32,25,516.67,Yes,No,Yes,No Information Available,No reason specified,5,34,30-39
Kayleen Bichrest,20,M,City,No Membership,No,Credit/Debit Card Offers,Smartphone,Mobile_Data,16,388.01,1375.47,23,522.07,Yes,Yes,Yes,Solved,Poor Customer Service,5,22,20-29
Maryln Carn,51,F,Village,No Membership,No,Without Offers,Desktop,Fiber_Optic,11,107.9,45520.85,20,601.31,Yes,No,Yes,Solved,Poor Customer Service,4,10,50-59
Gerri Castilleja,43,F,City,Platinum Membership,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,18,822.8506564,7998.85,51.08330726,784.64,Yes,No,Yes,No Information Available,Poor Website,3,12,40-49
Terrance Lablanc,49,M,Village,Gold Membership,Yes,Without Offers,Desktop,Fiber_Optic,17,134.05,98684.94,2,852.9826742,Yes,No,Yes,No Information Available,User Friendly Website,1,33,40-49
Roxy Achenbach,23,M,City,Basic Membership,Not Specified,Credit/Debit Card Offers,Both,Wi-Fi,7,336.11,35133.65,10,695.6,Yes,Yes,Yes,Solved,Poor Customer Service,4,17,20-29
Ming Mcmillin,32,M,City,No Membership,No,Without Offers,Not Specified,Wi-Fi,15,158.43,44781.85,10,518.08,Yes,No,Yes,Solved in Follow-up,Poor Product Quality,5,35,30-39
Herma Pesqueira,26,F,City,Basic Membership,Yes,Without Offers,Not Specified,Fiber_Optic,11,82.61,39562.69,0,689.77,Yes,No,Yes,No Information Available,Poor Customer Service,5,28,20-29
Rosia Neisler,57,M,City,Platinum Membership,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,16,63.94,23295.27,14,794.34,No,Yes,Yes,Solved in Follow-up,No reason specified,3,4,50-59
Kym Soderquist,49,M,Town,Gold Membership,Yes,Gift Vouchers/Coupons,Not Specified,Wi-Fi,12,260.11,77160.87,19,533.1258481,Yes,Yes,Yes,Unsolved,Products always in Stock,1,22,40-49
Christiana Rickman,48,M,Town,No Membership,No,Without Offers,Desktop,Mobile_Data,16,31.11,23661.15,12,530.74,No,Yes,No,Not Applicable,Poor Customer Service,5,11,40-49
Arlen Watrous,55,M,City,Basic Membership,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,14,114.6,30875.28,25,686.11,No,Yes,Yes,Solved in Follow-up,Poor Website,4,32,50-59
Florencio Lawry,28,M,Town,Silver Membership,Yes,Credit/Debit Card Offers,Both,Wi-Fi,17,873.55,23699.26,14,746.72,No,Yes,No,Not Applicable,Poor Website,3,20,20-29
Mayra Martensen,13,M,Village,Premium Membership,No,Credit/Debit Card Offers,Desktop,Mobile_Data,7,38.6,57689.38,17,751.01,Yes,No,Yes,Solved,Reasonable Price,2,27,Oct-19
Gilda Kennemer,45,F,City,Platinum Membership,No,Credit/Debit Card Offers,Smartphone,Wi-Fi,7,152.73,17873.05,9,835.83,No,Yes,No,Not Applicable,User Friendly Website,1,26,40-49
Gay Keyes,36,M,City,No Membership,Not Specified,Without Offers,Not Specified,Wi-Fi,12,464.73,42841.42,12,668.88,Yes,No,No,Not Applicable,Poor Website,5,14,30-39
Rebecka Needles,35,M,Town,Basic Membership,Not Specified,Credit/Debit Card Offers,Desktop,Fiber_Optic,14,139.75,45317.83,43.32826563,568.9,No,Yes,Yes,No Information Available,Too many ads,5,18,30-39
Alpha Pitcock,60,F,Village,Platinum Membership,No,Without Offers,Not Specified,Mobile_Data,8,251.53,56657.58,17,753.49,No,Yes,No,Not Applicable,Products always in Stock,1,1,60-69
Angelyn Stancill,58,M,City,Premium Membership,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,10,479.64,23318.42,1,794.84,Yes,No,No,Not Applicable,Quality Customer Care,2,4,50-59
Gertrud Jiggetts,17,F,Town,Basic Membership,No,Without Offers,Smartphone,Mobile_Data,22,196.45,26539.72,26,643.84,Yes,No,Yes,Solved in Follow-up,Poor Customer Service,5,14,Oct-19
Alva Hobart,26,M,City,Basic Membership,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,0,97.85,40702.55,25,584.65,No,Yes,Yes,Solved in Follow-up,Poor Customer Service,5,24,20-29
Hae Range,35,M,City,Premium Membership,Yes,Without Offers,Desktop,Wi-Fi,18,108.13,19245.38,12,762.07,No,Yes,No,Not Applicable,Too many ads,3,18,30-39
Lacey Kirst,18,F,City,Gold Membership,No,Gift Vouchers/Coupons,Both,Mobile_Data,9,248.57,32112.28,10,848.52,No,Yes,No,Not Applicable,Quality Customer Care,1,22,Oct-19
Mara Tibbets,58,M,Town,No Membership,No,Without Offers,Both,Fiber_Optic,13,418.14,24829.12,21,601.59,Yes,No,No,Not Applicable,Poor Customer Service,5,21,50-59
Katrina Troiano,57,F,City,Basic Membership,Yes,Without Offers,Desktop,Wi-Fi,10,33.13,36433.26,24,658.84,Yes,No,No,Not Applicable,Poor Product Quality,4,32,50-59
Herma Galyean,50,M,City,Basic Membership,Yes,Without Offers,Not Specified,Mobile_Data,19,523.97,28641.59,14,698.23,No,Yes,Yes,No Information Available,Poor Website,4,13,50-59
Landon Leonhardt,42,F,City,Basic Membership,No,Without Offers,Desktop,Mobile_Data,18,81.65,40333.07,28,646.59,No,Yes,No,Not Applicable,Poor Product Quality,4,15,40-49
Setsuko Westmoreland,12,F,City,Platinum Membership,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,11,349.34,6515.95,18,331.1121543,Yes,No,Yes,Unsolved,No reason specified,3,8,Oct-19
Sybil Kampf,10,M,Town,No Membership,No,Without Offers,Smartphone,Mobile_Data,16,160.42,41110.45,21,555.47,Yes,No,No,Not Applicable,Poor Website,5,16,Oct-19
Danica Godbout,24,M,City,Silver Membership,No,Without Offers,Desktop,Fiber_Optic,14,331.81,16944.57,18,741.91,No,Yes,No,Not Applicable,Poor Website,3,27,20-29
Xenia Honea,34,F,Town,Basic Membership,Yes,Without Offers,Desktop,Wi-Fi,18,599.47,5136.13,5,567.7,No,Yes,No,Not Applicable,No reason specified,5,31,30-39
Araceli Sholtis,21,M,City,Basic Membership,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,7,145.83,5254.77,22,618.87,Yes,No,Yes,No Information Available,Too many ads,5,21,20-29
Marquerite Chae,17,M,City,No Membership,Yes,Gift Vouchers/Coupons,Not Specified,Mobile_Data,15,71.47,47294.58,12,705.76,Yes,No,No,Not Applicable,Poor Customer Service,4,33,Oct-19
Polly Leininger,12,M,Town,Premium Membership,Not Specified,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,8,247.55,6995.54,18,737.04,Yes,No,No,Not Applicable,Poor Customer Service,3,35,Oct-19
Illa Tipping,37,F,Village,Premium Membership,No,Without Offers,Smartphone,Mobile_Data,19,219.86,13354.96,0,711.46,Yes,No,Yes,Solved in Follow-up,Poor Website,3,23,30-39
Jani Reagle,29,M,Town,Basic Membership,No,Without Offers,Smartphone,Mobile_Data,24,32.25,11009.7,6,663.61,Yes,No,No,Not Applicable,Poor Customer Service,4,9,20-29
Flora Schacherer,18,M,City,No Membership,Yes,Credit/Debit Card Offers,Smartphone,Wi-Fi,10,32.83,42027.72,17,524.16,No,Yes,Yes,No Information Available,Poor Customer Service,5,15,Oct-19
Tawana Robards,32,M,Village,Premium Membership,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,8,158.56,47259.66,17,771.83,Yes,No,No,Not Applicable,Products always in Stock,2,31,30-39
Yee Kellen,51,F,City,Silver Membership,Not Specified,Gift Vouchers/Coupons,Smartphone,Wi-Fi,0,283.18,19435.29,22,732.95,No,Yes,No,Not Applicable,Poor Website,3,10,50-59
Karri Escamilla,42,M,City,Gold Membership,Not Specified,Credit/Debit Card Offers,Smartphone,Wi-Fi,16,103.31,34172.08,27,1067.799756,No,Yes,No,Not Applicable,Poor Customer Service,4,11,40-49
Jong Boddie,13,M,Town,Basic Membership,Not Specified,Without Offers,Desktop,Wi-Fi,2,882.05,32201.63,20,670.27,Yes,Yes,Yes,Unsolved,Poor Product Quality,5,11,Oct-19
Esmeralda Dinkins,14,F,Town,Basic Membership,No,Without Offers,Desktop,Fiber_Optic,23,34.63,44126.78,14,677.26,Yes,No,No,Not Applicable,No reason specified,5,16,Oct-19
Gina Rosenblatt,39,F,Town,No Membership,Yes,Without Offers,Desktop,Wi-Fi,3,600.57,1982.28,24,564.75,No,Yes,No,Not Applicable,Too many ads,5,35,30-39
Genaro Ohlinger,50,F,Town,No Membership,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,0,867.7600749,28998.28,27,548.24,No,Yes,No,Not Applicable,No reason specified,5,1,50-59
Alaina Hooser,11,F,City,Silver Membership,Yes,Without Offers,Desktop,Fiber_Optic,7,221.52,41935.09,19,777.56,Yes,No,Yes,No Information Available,Poor Product Quality,3,14,Oct-19
Aaron Pullum,34,F,Town,Platinum Membership,Yes,Credit/Debit Card Offers,Both,Wi-Fi,13,809.13,84745.36,13,1045.959224,Yes,Yes,No,Not Applicable,Quality Customer Care,1,7,30-39
Kenny Towry,32,M,Town,Basic Membership,Not Specified,Gift Vouchers/Coupons,Smartphone,Mobile_Data,9,80.42,38172.39,12,579.38,Yes,No,No,Not Applicable,Poor Website,5,19,30-39
Elden Uzzle,16,M,City,No Membership,Yes,Gift Vouchers/Coupons,Desktop,Wi-Fi,16,604.52,4895.47,26,535.33,Yes,Yes,Yes,No Information Available,Poor Website,5,34,Oct-19
Gina Emmons,33,M,City,No Membership,Yes,Credit/Debit Card Offers,Both,Fiber_Optic,11,228.53,19117.75,53.74987116,703.54,Yes,No,Yes,Unsolved,Poor Customer Service,4,18,30-39
Casimira Dudgeon,16,M,Village,Gold Membership,Yes,Gift Vouchers/Coupons,Desktop,Wi-Fi,11,539.7,34133.89,27,737.95,Yes,No,Yes,Unsolved,Poor Customer Service,3,4,Oct-19
Marvella Ates,19,M,City,Basic Membership,Not Specified,Gift Vouchers/Coupons,Both,Mobile_Data,24,449.59,44560.89,19,637.98,No,Yes,No,Not Applicable,Poor Customer Service,5,27,Oct-19
Franklin Vince,42,F,City,No Membership,No,Credit/Debit Card Offers,Smartphone,Wi-Fi,14,1149.196155,20481.85,27,705.64,No,Yes,No,Not Applicable,Poor Customer Service,4,13,40-49
Mona Range,11,M,City,Basic Membership,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,18,775.75,39563.53,6,624.85,Yes,No,Yes,No Information Available,Poor Product Quality,5,30,Oct-19
Paulene Saylors,38,F,City,No Membership,Not Specified,Credit/Debit Card Offers,Desktop,Fiber_Optic,0,115.65,18525.65,13,631.62,No,Yes,Yes,Solved in Follow-up,No reason specified,5,25,30-39
Roxy Kleven,48,M,Village,Silver Membership,Not Specified,Credit/Debit Card Offers,Smartphone,Wi-Fi,19,75.91,83054.55,1,733.85,No,Yes,No,Not Applicable,Reasonable Price,2,26,40-49
Elsa Summerfield,24,M,Town,Basic Membership,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,26,1248.897474,26251.92,16,13.90370514,Yes,No,Yes,Unsolved,Too many ads,5,17,20-29
Necole Macrae,17,M,Town,No Membership,Yes,Credit/Debit Card Offers,Both,Mobile_Data,0,828.94,3817.5,43.86709938,580.35,No,Yes,Yes,Solved in Follow-up,Too many ads,5,20,Oct-19
Cornelia Mirelez,42,F,City,Gold Membership,No,Credit/Debit Card Offers,Smartphone,Wi-Fi,14,252.82,45632.89,27,677.38,Yes,No,Yes,Unsolved,No reason specified,4,18,40-49
Polly Perone,19,F,Town,No Membership,No,Credit/Debit Card Offers,Smartphone,Wi-Fi,7,33.39,49477.17,15,709.05,No,Yes,Yes,No Information Available,Too many ads,4,13,Oct-19
Granville Styers,48,M,City,Silver Membership,No,Credit/Debit Card Offers,Both,Fiber_Optic,16,320.55,49343.89,11,716.98,Yes,Yes,Yes,Solved in Follow-up,Too many ads,3,13,40-49
Ferne Caines,50,M,Town,Platinum Membership,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,13,222.31,16341.2,7,798.97,No,Yes,No,Not Applicable,Reasonable Price,1,31,50-59
Regenia Gurr,12,F,Town,Premium Membership,No,Without Offers,Desktop,Wi-Fi,12,430.77,32307.03,9,751.17,Yes,Yes,No,Not Applicable,No reason specified,3,34,Oct-19
Ines Neubauer,19,M,Town,Silver Membership,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,8,109.51,10107.57,13,778.24,No,Yes,Yes,No Information Available,Poor Website,3,1,Oct-19
Lien Mccleery,33,M,Village,No Membership,No,Credit/Debit Card Offers,Desktop,Wi-Fi,18,137.92,11086.8,6,549.73,Yes,No,Yes,Solved,Poor Product Quality,5,17,30-39
Dorotha Clinard,63,F,Town,Basic Membership,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,17,107.45,27030.74,26,669.36,Yes,No,No,Not Applicable,No reason specified,5,3,60-69
Adrianna Freese,18,M,Village,Gold Membership,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,2,482.56,49798.38,10,756.81,Yes,No,Yes,Solved,Poor Customer Service,3,24,Oct-19
Ferne Crowther,62,M,Town,No Membership,No,Credit/Debit Card Offers,Not Specified,Wi-Fi,21,200.49,12768.4,0,674.54,No,Yes,Yes,Solved in Follow-up,No reason specified,5,6,60-69
Scottie Dale,15,M,City,Basic Membership,No,Without Offers,Both,Fiber_Optic,14,362.15,11046.42,27,889.0586204,No,Yes,No,Not Applicable,Poor Product Quality,5,28,Oct-19
Laree Bumbalough,22,F,Town,Premium Membership,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,20,1181.979479,88598.41,15,789.12,Yes,No,No,Not Applicable,User Friendly Website,2,6,20-29
Milford Adcox,62,M,Village,Basic Membership,No,Credit/Debit Card Offers,Desktop,Mobile_Data,19,312.61,46882.84,20,672.3,Yes,No,Yes,Solved in Follow-up,No reason specified,5,19,60-69
Lorine Dewar,40,M,City,Gold Membership,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,0,53.45,4500.8,20,702.62,Yes,No,Yes,No Information Available,Poor Website,4,1,40-49
Cedrick Shaughnessy,63,F,City,Basic Membership,Yes,Without Offers,Not Specified,Fiber_Optic,18,692.63,8565.46,14,523.04,No,Yes,No,Not Applicable,No reason specified,5,2,60-69
Federico Weston,61,M,City,Silver Membership,Yes,Without Offers,Desktop,Wi-Fi,7,186.08,22469.11,16,303.6377319,No,Yes,No,Not Applicable,Poor Website,4,14,60-69
Hilde Pare,45,M,Village,Platinum Membership,No,Credit/Debit Card Offers,Desktop,Wi-Fi,14,58.74,79751.4,3,786.16,Yes,No,No,Not Applicable,Products always in Stock,1,1,40-49
Mara Sholtis,40,F,Town,Platinum Membership,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,16,368.7,46218.25,8,724.77,Yes,Yes,Yes,Solved,Quality Customer Care,2,10,40-49
Karoline Mcpeters,52,F,City,Basic Membership,No,Without Offers,Desktop,Mobile_Data,19,32.05,1062.99,20,515.83,No,Yes,No,Not Applicable,Too many ads,5,34,50-59
Torri Howlett,30,M,City,No Membership,Yes,Gift Vouchers/Coupons,Smartphone,Wi-Fi,18,259.39,38646.47,25,500.85,No,Yes,No,Not Applicable,Poor Product Quality,5,3,30-39
Nikki Sillman,58,M,Town,Premium Membership,No,Credit/Debit Card Offers,Smartphone,Mobile_Data,12,431.08,73765.44,4,803.62,Yes,No,No,Not Applicable,Products always in Stock,1,20,50-59
Jonathon Books,40,M,City,Basic Membership,No,Credit/Debit Card Offers,Both,Mobile_Data,0,382.31,21290.47,8,293.644457,Yes,No,No,Not Applicable,Poor Customer Service,5,33,40-49
Kendall Geraci,28,M,Town,Basic Membership,Not Specified,Credit/Debit Card Offers,Smartphone,Wi-Fi,0,251.89,31147.22,9,617.93,No,Yes,Yes,Solved,Poor Website,4,3,20-29
Alan Cann,48,M,City,No Membership,No,Credit/Debit Card Offers,Desktop,Wi-Fi,5,195.35,28730.02,28,653.84,Yes,No,Yes,Solved in Follow-up,Poor Website,5,11,40-49
Margrett Spicher,59,M,Town,No Membership,Yes,Without Offers,Desktop,Wi-Fi,11,31.37,18061.37,12,639.9,Yes,No,Yes,Solved in Follow-up,Poor Website,5,1,50-59
Bill Lemons,34,F,City,Basic Membership,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,0,286.95,24579.73,25,564.12,Yes,Yes,Yes,No Information Available,Too many ads,5,6,30-39
Ferne Lindamood,23,F,City,Gold Membership,Yes,Without Offers,Smartphone,Fiber_Optic,12,1088.436925,36660.64,26,781.73,Yes,No,Yes,No Information Available,Poor Customer Service,3,22,20-29
Clayton Tarr,64,F,Town,No Membership,Yes,Without Offers,Desktop,Wi-Fi,19,261.89,47251.09,28,576.61,No,Yes,Yes,Unsolved,Poor Website,5,3,60-69
Herma Melanson,45,M,City,Gold Membership,Yes,Without Offers,Desktop,Wi-Fi,16,839.89,48513.18,23,710.34,No,Yes,Yes,Unsolved,No reason specified,3,17,40-49
Nichelle Aponte,30,M,Town,Gold Membership,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,12,67.69,29788.71,21,782.3,Yes,No,No,Not Applicable,No reason specified,3,13,30-39
Flavia Bischoff,31,M,City,Platinum Membership,Not Specified,Credit/Debit Card Offers,Smartphone,Fiber_Optic,8,73.21,8609.58,5,774.55,No,Yes,Yes,Solved in Follow-up,Reasonable Price,1,5,30-39
Jong Krogh,43,M,City,No Membership,Not Specified,Gift Vouchers/Coupons,Smartphone,Wi-Fi,21,351.23,17361.58,27,858.1569169,No,Yes,Yes,Solved,No reason specified,5,33,40-49
Bridget Jacobson,44,F,City,Basic Membership,Not Specified,Gift Vouchers/Coupons,Smartphone,Wi-Fi,0,153.33,40536.99,14,658.12,Yes,No,Yes,No Information Available,Too many ads,4,2,40-49
Deeann Haydon,35,F,Town,No Membership,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,12,43.63,45358.08,23,598.59,No,Yes,No,Not Applicable,No reason specified,5,9,30-39
